trial,state,rmse,hidden,n_layers,lambda_phys,lambda_ic,lr,scheduler_gamma,scheduler_step,adam_beta1,adam_beta2
149,complete,0.00021976303833071142,64,6,7.022981974257783,54.85385036271041,0.00887855140174311,0.7232988477544514,3000,0.9305259084652153,0.9901636098028503
156,complete,3.206477776984684e-05,32,5,2.1051401380532813,3.1556551929699985,0.007334192826697132,0.5936951506481968,3000,0.9527578267630826,0.9909985577482975
161,complete,4.61331001133658e-05,32,5,2.0212659123644228,3.391898548954815,0.007807235459465886,0.6506485228033438,4000,0.9468092173136778,0.9902370435175536
162,complete,5.9834161220351234e-05,32,5,2.1666366011494547,3.1138775591940364,0.009153324059317344,0.6379327504136287,4000,0.9517301617816428,0.990868731586557
163,complete,3.8260146538959816e-05,32,5,2.819028040561824,3.8601831574068446,0.008360415818800654,0.5921226132303602,2000,0.9558295611758044,0.9905468394029066
164,complete,6.298648077063262e-05,48,5,4.858773466545389,40.69943721580046,0.007369742352030976,0.7897202502751457,5000,0.9587469303405952,0.9964687839517796
171,complete,1.4742981875315309e-05,32,5,2.956263394551282,4.162408824494436,0.0085314389706675,0.5903741843456739,2000,0.9577493021539925,0.9905403315075731
173,complete,4.054635064676404e-05,32,5,3.2508000207245105,4.355050930272129,0.006773165025010313,0.5571756045916637,2000,0.9607838123553479,0.9904710231429158
175,complete,6.451753142755479e-05,48,5,6.683936136009654,24.67583764755357,0.008436249528041869,0.6116271495352874,3000,0.9515430177550516,0.9913033751122249
181,complete,4.278072083252482e-05,32,5,2.8590819128642893,3.9754041963006554,0.008541562557128969,0.5953716996848464,2000,0.9558642280188151,0.9906136394146068
182,complete,4.739374708151445e-05,32,5,2.5087935632205767,3.883779147940968,0.008173248551435593,0.6221804900407566,2000,0.9530570028552632,0.9903739771704732
183,complete,3.1339637644123286e-05,32,5,3.851103582694491,4.646397239743525,0.0076720357906098335,0.6051536522915705,1000,0.9574958124369715,0.9920660876070961
190,complete,0.0001203019855893217,48,6,3.3406092667906524,17.24785022512577,0.008742341449636532,0.7854071764241782,4000,0.8733816998578892,0.9900018886798891
191,complete,3.849111089948565e-05,32,5,2.2933999624821633,4.0141899241812595,0.008339228997040453,0.6215365142563706,1000,0.9453683156540197,0.9904517949327595
192,complete,5.056046575191431e-05,32,5,2.8728589142239525,3.589489619590767,0.00925180186314965,0.5893764706369019,4000,0.9558428850808939,0.9907000078299136
195,complete,9.196604514727369e-05,32,5,9.87514238953247,30.150001628814014,0.008185604571842888,0.7262780247515683,3000,0.906800172768598,0.9910136643383755
198,complete,4.7147947043413296e-05,32,5,6.795289804658323,2.9645712510311446,0.008828703172816992,0.8227771952392063,1000,0.957049243945067,0.9904688246189921
