epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total
50,0.0,0.0016544266836717725,0.03222547471523285,0.000705606013070792,0.03854532539844513,0.33096522092819214
100,0.0,0.003965157549828291,0.018401741981506348,0.00046906821080483496,0.04566009342670441,0.19267325103282928
150,0.0,0.003984273876994848,0.005966227035969496,0.000395923329051584,0.03225023299455643,0.06760577857494354
200,0.0,0.006475483998656273,0.0027349237352609634,4.262146103428677e-05,0.033067524433135986,0.034250933676958084
250,0.0,0.0021019408013671637,0.0042904638685286045,0.00016666899318806827,0.019924528896808624,0.04667326807975769
300,0.0,0.002184783574193716,0.004417943302541971,6.347172165988013e-05,0.005697480868548155,0.04699893295764923
350,0.0,0.0008224447374232113,0.0035594336222857237,1.4945970178814605e-05,0.005486779380589724,0.03656623885035515
400,0.0,0.0010730286594480276,0.0011522690765559673,0.00029143516439944506,0.005710121709853411,0.015510071069002151
450,0.0,0.0005864591803401709,0.00039111264050006866,4.2139516153838485e-05,0.0036413990892469883,0.004918980877846479
500,0.0,0.0009834789671003819,0.001833527348935604,3.9928199839778244e-05,0.004089205525815487,0.01971803419291973
550,0.0,0.0007259802077896893,0.0012210136046633124,5.3070674766786397e-05,0.004277514759451151,0.013466822914779186
600,0.0,0.0004667589673772454,0.00038536949432455003,3.0707751648151316e-06,0.002832864411175251,0.004351161420345306
650,0.0,0.0007354299305006862,0.001100389752537012,8.478799827571493e-06,0.0030107421334832907,0.011824115179479122
700,0.0,0.0012309550074860454,0.00209880992770195,4.394031748233829e-06,0.0054549104534089565,0.022262994199991226
750,0.0,0.00044673614320345223,0.0030816455837339163,6.487695645773783e-05,0.0029581058770418167,0.03191196173429489
800,0.0,0.0005938454996794462,0.00034138193586841226,1.959541805263143e-05,0.002295831684023142,0.0042036185041069984
850,0.0,0.0004945123218931258,0.0011201818706467748,1.1197031199117191e-05,0.0033743558451533318,0.011808301322162151
900,0.0,0.000407538958825171,0.0004924109089188278,9.663127684689243e-07,0.0021849465556442738,0.005341310985386372
950,0.0,0.0008838824578560889,0.002906545763835311,1.5393337662317208e-06,0.003112624166533351,0.029964733868837357
