epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total
50,0.012522968463599682,4.4941996748093516e-05,0.013415373861789703,0.0031137382611632347,0.011741874739527702,0.3028281331062317
100,0.01143470499664545,0.00026436534244567156,0.011714556254446507,0.0014307817909866571,0.014412280172109604,0.25206005573272705
150,0.0075081163085997105,0.0006535857683047652,0.008215266279876232,0.0004865296941716224,0.00775935361161828,0.17110221087932587
200,0.005678327288478613,0.000673315895255655,0.006930601317435503,0.0006182073266245425,0.006410169880837202,0.14577190577983856
250,0.00905129685997963,0.0009433073573745787,0.006049692165106535,0.00033892173087224364,0.00628992123529315,0.12934288382530212
300,0.007261813618242741,0.0011765154777094722,0.00567803718149662,0.0003209930728189647,0.005491411313414574,0.12020184844732285
350,0.005355168599635363,0.0012461455771699548,0.00500258756801486,0.0004900504718534648,0.005558752920478582,0.10693930089473724
400,0.005300008226186037,0.0009746853029355407,0.0045288498513400555,0.00011972564971074462,0.004626727197319269,0.09402009099721909
450,0.002980923280119896,0.000596800004132092,0.004340264480561018,0.000695480324793607,0.0042311339639127254,0.0938030406832695
500,0.0034117233008146286,0.0004410860419739038,0.0035006271209567785,0.00011106652527814731,0.0034326736349612474,0.07216400653123856
550,0.00178137281909585,0.0006974682910367846,0.0017213225364685059,0.00017379201017320156,0.0020689277444034815,0.03679557144641876
600,0.0005559829296544194,0.0006709365989081562,7.951903535285965e-05,0.00010612994083203375,0.0005285863880999386,0.003175339661538601
650,0.0004502845404203981,0.0001973707985598594,3.946133074350655e-05,2.7005715310224332e-05,0.00027901044813916087,0.001489110291004181
700,0.0004196006921119988,0.00020190613577142358,2.1825788280693814e-05,1.9228888049838133e-05,0.00030792062170803547,0.0010401118779554963
750,0.00031417590798810124,0.00010421236947877333,1.6189556845347397e-05,1.1567545698198956e-05,0.00021888151241000742,0.0007460064953193069
800,0.0003353577631060034,9.65134531725198e-05,3.537628799676895e-05,2.8534464945551008e-05,0.00016463456267956644,0.0013072676956653595
850,0.0002529292250983417,6.665853288723156e-05,6.468354513344821e-06,5.5758014241291676e-06,0.0001475000608479604,0.0004358187143225223
900,0.00021952729730401188,5.097749090055004e-05,1.1103725228167605e-05,1.5713336324552074e-05,0.00024511836818419397,0.0005928301252424717
950,0.00023588952899444848,5.711315679945983e-05,1.1626017112575937e-05,1.8043882619167562e-06,0.00012457459524739534,0.0004803927440661937
1000,0.00023925946152303368,4.833221100852825e-05,2.0082854462089017e-05,2.872863296943251e-05,0.00011006111890310422,0.0009160933550447226
1050,0.0001946719130501151,4.6835037210257724e-05,2.107718046318041e-06,2.3742875328025548e-06,0.00012006158794974908,0.00026065894053317606
1100,0.0001323894684901461,5.0423572247382253e-05,7.796361387590878e-06,1.3042120372119825e-05,9.51561814872548e-05,0.00041506841080263257
1150,0.00023815687745809555,5.379048525355756e-05,7.892880603321828e-06,3.0932569643482566e-06,0.00010397885489510372,0.00042332152952440083
1200,0.00013253359065856785,3.613418448367156e-05,1.8065411495626904e-06,1.2846124946008786e-06,9.139864414464682e-05,0.00018145689682569355
1250,0.00010205090075032786,3.9758739148965105e-05,6.088736881793011e-06,1.190862985822605e-05,7.542322418885306e-05,0.00034005852648988366
1300,0.0002487094607204199,3.199095226591453e-05,5.167381004866911e-06,1.7897234556585317e-06,8.214491390390322e-05,0.0003674756153486669
1350,0.00011180691217305139,4.076043842360377e-05,2.8372594442771515e-06,4.2778865463333204e-06,6.64626932120882e-05,0.0002107257314492017
1400,8.641163731226698e-05,3.2203246519202366e-05,2.4428532015008386e-06,4.823744461646129e-07,6.936023419257253e-05,0.00013947715342510492
1450,0.00019996787887066603,2.984066668432206e-05,4.710119810624747e-06,4.996043571736664e-06,5.8683606766862795e-05,0.0003418935230001807
1500,0.0002845627604983747,2.9183102014940232e-05,4.042004547955003e-06,2.417907808194286e-06,5.9672820498235524e-05,0.0003877785929944366
1550,8.689871174283326e-05,3.1734460208099335e-05,3.1061854315339588e-06,1.4183435723680304e-06,5.259615500108339e-05,0.0001621232950128615
1600,0.000128689018310979,2.8348531486699358e-05,4.453173005458666e-06,1.7758862895789207e-06,4.945157706970349e-05,0.00023340064217336476
1650,0.00012129242531955242,2.6264713596901856e-05,7.533064945164369e-06,1.60290946951136e-05,4.7100002120714635e-05,0.00042796743218787014
1700,7.973747415235266e-05,2.6179197448072955e-05,1.2368665920803323e-05,8.746188200348115e-07,6.352458876790479e-05,0.0003282820398453623
1750,9.315299394074827e-05,2.6648558559827507e-05,1.2828727449232247e-05,3.0659966796520166e-06,4.429610999068245e-05,0.0003725143615156412
1800,0.00013043356011621654,2.9749340683338232e-05,6.151719389890786e-06,5.078094886812323e-07,5.158953717909753e-05,0.0002553235972300172
1850,7.981035741977394e-05,2.9051860110484995e-05,2.3129362034524092e-06,1.1119662985947798e-06,4.4168329623062164e-05,0.00013655929069500417
1900,8.295990846818313e-05,2.1335843484848738e-05,2.0901309198961826e-06,3.2800502935970144e-07,3.68230466847308e-05,0.00012731354217976332
1950,0.0001915815082611516,2.398375181655865e-05,2.0676609437941806e-06,4.7271387302316725e-06,3.442854722379707e-05,0.00027957867132499814
