number,value,datetime_start,datetime_complete,duration,params_dropout_rate,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
118,0.05021015927195549,2026-05-15 13:01:50.811453,2026-05-15 13:01:51.386050,0 days 00:00:00.574597,0.02718397646372739,80,2.4856376912110627,0.0010313231675792324,0.008252707977207004,4,0.5245267216453162,4500,PRUNED
119,0.038674745708703995,2026-05-15 13:01:51.392359,2026-05-15 13:01:52.144563,0 days 00:00:00.752204,0.018257194875188627,64,1.078137864900369,0.4599846839990492,0.005984074757619231,4,0.4033112203815897,2000,PRUNED
120,0.08090440928936005,2026-05-15 13:01:52.152426,2026-05-15 13:01:52.483883,0 days 00:00:00.331457,0.11428410023969737,80,2.0780477012500556,0.0015885292920641142,0.0067749576033784165,3,0.3822225976560274,4000,PRUNED
121,0.002184821292757988,2026-05-15 13:01:52.491879,2026-05-15 13:02:14.095459,0 days 00:00:21.603580,0.005723382542944461,80,1.8272037312453413,0.34232934794536507,0.007608238238270457,4,0.5100835435833562,4000,COMPLETE
122,0.03699328750371933,2026-05-15 13:02:14.109027,2026-05-15 13:02:14.873596,0 days 00:00:00.764569,0.008951371225902468,80,1.7158376770655337,0.3300648936374645,0.008934658425553889,4,0.48689687128824943,4000,PRUNED
123,0.06784132868051529,2026-05-15 13:02:14.881979,2026-05-15 13:02:15.403612,0 days 00:00:00.521633,5.323175496331142e-05,96,1.8841935610544358,0.6615537683737286,0.007426583117519598,4,0.49692047088021984,4000,PRUNED
124,0.07054566591978073,2026-05-15 13:02:15.410879,2026-05-15 13:02:15.803942,0 days 00:00:00.393063,0.013374769939778576,80,1.5236421564136424,0.14295601034217437,0.005601538128793868,4,0.5156927447213502,4000,PRUNED
125,0.1171688660979271,2026-05-15 13:02:15.810315,2026-05-15 13:02:16.029839,0 days 00:00:00.219524,0.08644444382400246,80,1.3868628241132304,0.2708426497065378,0.006462738818456127,4,0.5358757812771796,4500,PRUNED
126,0.0023248340003192425,2026-05-15 13:02:16.035958,2026-05-15 13:02:38.970808,0 days 00:00:22.934850,0.006002846088465361,64,1.213601858468838,0.5442567944859935,0.009777820461226525,4,0.5068812151815507,4000,COMPLETE
127,0.0022674882784485817,2026-05-15 13:02:38.984888,2026-05-15 13:03:00.154226,0 days 00:00:21.169338,0.003707690658867374,80,2.256712105186098,0.38772142629567413,0.007700965068659515,4,0.5693961503315123,5000,COMPLETE
128,0.10854049772024155,2026-05-15 13:03:00.171597,2026-05-15 13:03:00.433431,0 days 00:00:00.261834,0.00800783054420956,96,1.6447999314586057,0.8093180448379902,0.008460974536276079,4,0.555277829215411,3500,PRUNED
129,0.12207482010126114,2026-05-15 13:03:00.442062,2026-05-15 13:03:00.681744,0 days 00:00:00.239682,0.01294353978402762,64,24.495977876756534,0.2012533935840136,0.00511814352209761,4,0.5920376654303565,4500,PRUNED
130,0.14542558789253235,2026-05-15 13:03:00.691064,2026-05-15 13:03:00.883902,0 days 00:00:00.192838,0.024001794402322696,80,1.3060191099847007,0.45781098397286174,0.0006269253604207139,3,0.46765360059108035,4000,PRUNED
131,0.05053648725152016,2026-05-15 13:03:00.891940,2026-05-15 13:03:01.452232,0 days 00:00:00.560292,0.0035746772681837526,80,1.8182614298711055,0.3291361456648493,0.007876581509871009,4,0.5175842103446224,4000,PRUNED
132,0.09512023627758026,2026-05-15 13:03:01.458524,2026-05-15 13:03:01.674909,0 days 00:00:00.216385,0.006569717607977796,80,1.9363825215976247,0.29609883793594677,0.00694582550737201,4,0.5024229015621317,4000,PRUNED
133,0.10712150484323502,2026-05-15 13:03:01.681219,2026-05-15 13:03:01.899363,0 days 00:00:00.218144,0.016745159633844313,80,1.4705270250914908,0.567964285634167,0.006262784981012016,4,0.3743234699576117,4000,PRUNED
134,0.04758157208561897,2026-05-15 13:03:01.905785,2026-05-15 13:03:02.502380,0 days 00:00:00.596595,0.0108707675415768,80,1.7716489912124889,0.34940690714143086,0.008539116551455325,4,0.3895407953827899,3500,PRUNED
135,0.10150156915187836,2026-05-15 13:03:02.508675,2026-05-15 13:03:02.772960,0 days 00:00:00.264285,0.00014582463143120324,80,1.560706713353711,1.0119646828609754,0.007445245210920014,4,0.529426712689655,4000,PRUNED
136,0.11210862547159195,2026-05-15 13:03:02.779374,2026-05-15 13:03:03.058616,0 days 00:00:00.279242,0.004799067053816297,64,1.006388775507287,0.6373418393587499,0.0012677580589963002,4,0.33831557338644663,4500,PRUNED
137,0.10540126264095306,2026-05-15 13:03:03.064918,2026-05-15 13:03:03.333559,0 days 00:00:00.268641,0.021222089807047866,80,2.0804767283011216,1.4141048531678093,0.005508734534043118,4,0.8501711087116852,4000,PRUNED
138,0.002194737084209919,2026-05-15 13:03:03.340304,2026-05-15 13:03:27.244872,0 days 00:00:23.904568,0.010318162510338336,64,1.1379049596944344,0.4333968034357917,0.009250734155031875,4,0.31812508561780806,4000,COMPLETE
139,0.016243739053606987,2026-05-15 13:03:27.259610,2026-05-15 13:03:28.959010,0 days 00:00:01.699400,0.01338143747743294,64,1.142308522813591,0.43644350388142006,0.009095368212027907,4,0.4147097478678775,4500,PRUNED
140,0.020355626940727234,2026-05-15 13:03:28.967538,2026-05-15 13:03:30.443227,0 days 00:00:01.475689,0.01867110102087305,64,1.2898267981275635,0.740294546693324,0.009883822066209807,4,0.316102770947595,3500,PRUNED
141,0.0021712114103138447,2026-05-15 13:03:30.450290,2026-05-15 13:03:54.803083,0 days 00:00:24.352793,0.00803376630562626,64,1.0973711752045312,0.2407847267256144,0.008044359946586303,4,0.35926293379478547,4000,COMPLETE
142,0.02683061733841896,2026-05-15 13:03:54.816861,2026-05-15 13:03:55.921812,0 days 00:00:01.104951,0.009167055532802525,64,1.1346619626722885,0.23204353073907086,0.006630340565241422,4,0.359689486387591,4000,PRUNED
143,0.02759958617389202,2026-05-15 13:03:55.928293,2026-05-15 13:03:57.100669,0 days 00:00:01.172376,0.01546072295019559,64,1.4143636924903353,0.5210638651448664,0.007256300011123976,4,0.341804029499532,4000,PRUNED
144,0.00547664612531662,2026-05-15 13:03:57.108152,2026-05-15 13:04:09.638841,0 days 00:00:12.530689,0.009983455433632146,64,1.1972660047217223,0.0033283755744027087,0.008114159149769656,4,0.3157607611299585,4000,PRUNED
145,0.10268436372280121,2026-05-15 13:04:09.647038,2026-05-15 13:04:09.915583,0 days 00:00:00.268545,0.0043829472622110895,64,1.0936438975572418,0.07444397174940134,0.005982734806284524,4,0.34961301736366956,4000,PRUNED
146,0.002218938898295164,2026-05-15 13:04:09.921906,2026-05-15 13:04:28.747321,0 days 00:00:18.825415,0.008380912520724123,64,1.3505236838760548,0.2753967270299001,0.009071899594270485,4,0.361711824523085,5000,COMPLETE
147,0.007937326095998287,2026-05-15 13:04:28.762038,2026-05-15 13:04:31.694452,0 days 00:00:02.932414,0.007253569666118439,64,1.5952491493358878,0.2775689863158665,0.009174327922320884,4,0.32652265628369215,4000,PRUNED
148,0.0024703661911189556,2026-05-15 13:04:31.701195,2026-05-15 13:04:49.145436,0 days 00:00:17.444241,0.0022134895679368173,64,1.3859142273457488,0.40440722740001817,0.00855712318063454,4,0.3617171262610278,4500,COMPLETE
149,0.09613817185163498,2026-05-15 13:04:49.160705,2026-05-15 13:04:49.436958,0 days 00:00:00.276253,0.011876931004406064,80,1.4709770054413616,0.18688788335605183,0.00772282979300268,4,0.30516116651474856,500,PRUNED
150,0.10468740016222,2026-05-15 13:04:49.443436,2026-05-15 13:04:49.646058,0 days 00:00:00.202622,0.01497474912330635,128,1.2599674487797374,0.3863544558611519,0.006831129379772372,3,0.36694005439452027,3500,PRUNED
151,0.002147846855223179,2026-05-15 13:04:49.652378,2026-05-15 13:05:10.845270,0 days 00:00:21.192892,6.511099203374785e-05,64,1.053011912391887,0.2632342690014941,0.007365399056488505,4,0.4006576355715068,5000,COMPLETE
152,0.0023576137609779835,2026-05-15 13:05:10.859728,2026-05-15 13:05:25.274193,0 days 00:00:14.414465,0.0009329416060333716,64,1.0147980060339863,0.16117550545685141,0.009216226888071579,4,0.3950066832043516,5000,COMPLETE
153,0.02782307006418705,2026-05-15 13:05:25.286940,2026-05-15 13:05:26.228427,0 days 00:00:00.941487,0.007341722945329248,64,1.2438335098641808,0.255951630411793,0.007237895751029018,4,0.3801635204476063,5000,PRUNED
154,0.018416522070765495,2026-05-15 13:05:26.235381,2026-05-15 13:05:27.391926,0 days 00:00:01.156545,0.010039195946411878,64,1.6580235718316785,0.3247322356358952,0.009935092879309345,4,0.3473742370224022,5000,PRUNED
155,0.09750761091709137,2026-05-15 13:05:27.398854,2026-05-15 13:05:27.676759,0 days 00:00:00.277905,0.00026697284477900617,80,1.3474102991624757,0.4849027292823417,0.008428297693214555,4,0.5458895194710376,4000,PRUNED
156,0.10391954332590103,2026-05-15 13:05:27.683965,2026-05-15 13:05:27.958612,0 days 00:00:00.274647,0.004385119879425772,48,1.095924376230043,0.22506127413029822,0.0062724055564802195,4,0.4054127314093267,5000,PRUNED
157,0.04841268062591553,2026-05-15 13:05:27.968185,2026-05-15 13:05:28.666952,0 days 00:00:00.698767,0.007872705430340637,80,1.5344553436875226,0.12304810921115376,0.00775608030575183,4,0.42156393964628047,4500,PRUNED
158,0.039109449833631516,2026-05-15 13:05:28.675263,2026-05-15 13:05:29.443973,0 days 00:00:00.768710,0.017682248364674524,64,1.369244818896612,0.6301918970719723,0.006723795367995964,4,0.33012856711708927,4500,PRUNED
159,0.0978219211101532,2026-05-15 13:05:29.450144,2026-05-15 13:05:29.673484,0 days 00:00:00.223340,0.013251366198739678,80,1.707479915804632,0.34714427294564454,0.008445491996204726,4,0.3852224556425862,4000,PRUNED
160,0.0022358805872499943,2026-05-15 13:05:29.681269,2026-05-15 13:05:48.130361,0 days 00:00:18.449092,0.004468886486253911,64,1.2060602599908565,0.2708729371473227,0.007191899244240579,4,0.49052972643053633,4000,COMPLETE
161,0.11308896541595459,2026-05-15 13:05:48.142699,2026-05-15 13:05:48.405395,0 days 00:00:00.262696,0.010272717546044901,64,9.063153218541116,0.46770347369069437,0.005785885535060002,4,0.37355280437703015,5000,PRUNED
162,0.03928040340542793,2026-05-15 13:05:48.414089,2026-05-15 13:05:49.276771,0 days 00:00:00.862682,0.021318880526223178,64,1.0806723604560957,0.5690078925809526,0.006361863432730031,4,0.4006785372069179,5000,PRUNED
163,0.002207380486652255,2026-05-15 13:05:49.283400,2026-05-15 13:06:06.561551,0 days 00:00:17.278151,4.6610760570086826e-05,64,1.1916263182992108,0.3847267977694,0.004779166412539458,4,0.35572049985192944,5000,COMPLETE
164,0.1594313234090805,2026-05-15 13:06:06.575664,2026-05-15 13:06:06.845745,0 days 00:00:00.270081,0.0004933130052708658,64,67.61782205290552,0.4098379783054329,0.004998464443942658,4,0.36001334977266863,5000,PRUNED
165,0.015728332102298737,2026-05-15 13:06:06.854685,2026-05-15 13:06:08.174303,0 days 00:00:01.319618,0.006154740625421878,80,1.003506504760207,0.3020797770808707,0.007786579684422842,4,0.3387716524977566,5000,PRUNED
166,0.09430865198373795,2026-05-15 13:06:08.181629,2026-05-15 13:06:08.420262,0 days 00:00:00.238633,0.0033255616579256396,64,1.2883876039612396,0.849948120944072,0.006994129596967726,4,0.35165872963390593,4500,PRUNED
167,0.10446252673864365,2026-05-15 13:06:08.427250,2026-05-15 13:06:08.664482,0 days 00:00:00.237232,0.012480115095613049,80,11.63904965806318,0.22284983097120573,0.009005720328769408,4,0.3690404865965488,4000,PRUNED
168,0.1292945295572281,2026-05-15 13:06:08.670993,2026-05-15 13:06:08.865850,0 days 00:00:00.194857,0.007510273871591807,80,1.5052406534193778,0.36751048684971976,0.0008844580391476378,3,0.793410670721544,4500,PRUNED
169,0.10971124470233917,2026-05-15 13:06:08.873759,2026-05-15 13:06:09.095864,0 days 00:00:00.222105,0.15570502113218251,64,1.913376392519321,0.4405387179412663,0.005845215210520536,4,0.5060442172961224,4000,PRUNED
170,0.11070790141820908,2026-05-15 13:06:09.103819,2026-05-15 13:06:09.324976,0 days 00:00:00.221157,0.015626779023244965,48,1.190077365399772,0.7178999495110858,0.007999573684685218,4,0.38778947856037266,4000,PRUNED
171,0.014020311646163464,2026-05-15 13:06:09.333089,2026-05-15 13:06:11.141256,0 days 00:00:01.808167,0.0026774767170298632,64,1.1347590618870995,0.5400001208051941,0.0051793836543300885,4,0.5242027369679632,5000,PRUNED
172,0.0692581906914711,2026-05-15 13:06:11.147575,2026-05-15 13:06:11.540927,0 days 00:00:00.393352,0.01022924468567742,64,1.343363688314849,0.007275625556099471,0.004670851570481445,4,0.5391043445530663,5000,PRUNED
173,0.002188853221014142,2026-05-15 13:06:11.549137,2026-05-15 13:06:29.139999,0 days 00:00:17.590862,3.7187462653047974e-05,64,1.4517823985127616,0.3120083426804383,0.006533012816386449,4,0.4753618054128968,5000,COMPLETE
174,0.09777934849262238,2026-05-15 13:06:29.154051,2026-05-15 13:06:29.400449,0 days 00:00:00.246398,0.00487760187012436,80,1.6471101593484825,0.29826842725364916,0.006298276041974298,4,0.47731004614380945,5000,PRUNED
175,0.028832588344812393,2026-05-15 13:06:29.408221,2026-05-15 13:06:30.347972,0 days 00:00:00.939751,0.007734400077113811,64,1.4776598901353772,0.3641344334506135,0.00725733908121108,4,0.49640419211051273,5000,PRUNED
176,0.1050993800163269,2026-05-15 13:06:30.355920,2026-05-15 13:06:30.577147,0 days 00:00:00.221227,0.0010197014798013393,80,1.7332885884345453,0.24959301439497356,0.006799063104807971,4,0.5102678995010221,4000,PRUNED
177,0.015108787454664707,2026-05-15 13:06:30.583711,2026-05-15 13:06:32.096017,0 days 00:00:01.512306,0.011264824494685953,64,1.4243103154266348,0.46245952553100333,0.008677747799510435,4,0.3168895726209092,4500,PRUNED
178,0.09360580146312714,2026-05-15 13:06:32.102990,2026-05-15 13:06:32.328642,0 days 00:00:00.225652,0.00017829279777897863,80,1.255743942440439,0.32072567974626626,0.007659795100969291,4,0.517228186930758,4000,PRUNED
179,0.07038727402687073,2026-05-15 13:06:32.335505,2026-05-15 13:06:32.748803,0 days 00:00:00.413298,0.005113355068924979,64,1.9066966251378636,0.1710396614109615,0.005949446069077608,4,0.49198015553086705,5000,PRUNED
180,0.06375785917043686,2026-05-15 13:06:32.755220,2026-05-15 13:06:33.225021,0 days 00:00:00.469801,0.007872518999737527,80,1.5412747212220543,0.20737756379556047,0.008263715113979055,4,0.5337907533596873,4000,PRUNED
181,0.09251079708337784,2026-05-15 13:06:33.231165,2026-05-15 13:06:33.504779,0 days 00:00:00.273614,0.017218344573475222,64,1.1510604882443638,0.6433524990757853,0.005333698902082758,4,0.41418365059372964,5000,PRUNED
182,0.09493047744035721,2026-05-15 13:06:33.511254,2026-05-15 13:06:33.729585,0 days 00:00:00.218331,0.013745705844676586,64,1.3308392509843365,0.036108225276370615,0.006650835423102911,4,0.4334608865588035,5000,PRUNED
183,0.03547988459467888,2026-05-15 13:06:33.735942,2026-05-15 13:06:34.509280,0 days 00:00:00.773338,0.004029762280930173,64,1.1136731390959003,0.39251747490486294,0.005553003826923492,4,0.4608078270922398,5000,PRUNED
184,0.10520496219396591,2026-05-15 13:06:34.517382,2026-05-15 13:06:34.737941,0 days 00:00:00.220559,0.13068250407635643,64,1.243160204556462,0.5222094464514472,0.0074542364535863884,4,0.47389791200483433,5000,PRUNED
185,0.09129827469587326,2026-05-15 13:06:34.745249,2026-05-15 13:06:34.964230,0 days 00:00:00.218981,0.06924180184004781,64,1.4289397946538314,0.011936645979910437,0.00926219268955451,4,0.44621885028159075,1500,PRUNED
186,0.10380835086107254,2026-05-15 13:06:34.971329,2026-05-15 13:06:35.189750,0 days 00:00:00.218421,0.00023094152466534724,80,1.6201412226336773,0.2816740494481166,0.006204613968544621,4,0.3933948678080301,4000,PRUNED
187,0.09953363239765167,2026-05-15 13:06:35.196063,2026-05-15 13:06:35.412693,0 days 00:00:00.216630,0.009190877156644229,64,1.0118677061929926,1.1024668403077322,0.00406725758479391,4,0.37847853992612146,4500,PRUNED
188,0.10910937190055847,2026-05-15 13:06:35.418849,2026-05-15 13:06:35.635588,0 days 00:00:00.216739,0.019400839721064746,80,2.083027900147507,0.3496560465999572,0.006942308981596505,4,0.3527879582877843,4000,PRUNED
189,0.10589192807674408,2026-05-15 13:06:35.641788,2026-05-15 13:06:35.858245,0 days 00:00:00.216457,0.0056148668209408574,64,30.70470191059963,0.44421506080982087,0.008020592727105593,4,0.48351353508477574,5000,PRUNED
190,0.10658960044384003,2026-05-15 13:06:35.864552,2026-05-15 13:06:36.026182,0 days 00:00:00.161630,0.025026959564504674,80,1.809376610784176,0.5581695912845154,0.009690583280628155,2,0.5025613796112257,4500,PRUNED
191,0.06685728579759598,2026-05-15 13:06:36.032662,2026-05-15 13:06:36.427150,0 days 00:00:00.394488,0.004214416864441527,80,1.7782843308210867,0.3087636988740243,0.007744876610710482,4,0.5191781552988683,4000,PRUNED
192,0.09100863337516785,2026-05-15 13:06:36.433469,2026-05-15 13:06:36.653746,0 days 00:00:00.220277,0.012224373626323667,80,1.385229397027262,0.36891895149378523,0.008306007142689873,4,0.5127755433952947,4000,PRUNED
193,0.09353229403495789,2026-05-15 13:06:36.659925,2026-05-15 13:06:36.874724,0 days 00:00:00.214799,0.008708517300769474,80,1.5463501490540459,0.2478940927812116,0.006635612199127173,4,0.550493585480976,4000,PRUNED
194,0.09881292283535004,2026-05-15 13:06:36.881031,2026-05-15 13:06:37.108269,0 days 00:00:00.227238,0.004027941287024677,80,1.1927246637018558,0.4078423457866428,0.007200303828862819,4,0.5269957366143186,4000,PRUNED
195,0.1904248148202896,2026-05-15 13:06:37.114618,2026-05-15 13:06:37.337504,0 days 00:00:00.222886,0.014646236994089776,64,2.2627580966810985,0.2787557005402998,0.0003302819989790315,4,0.498530512781804,4000,PRUNED
196,0.09802478551864624,2026-05-15 13:06:37.343870,2026-05-15 13:06:37.568032,0 days 00:00:00.224162,0.0004074271690151591,80,1.6340159645146208,0.4977857650729042,0.008975070689446253,4,0.3588089416594805,4000,PRUNED
197,0.0919213816523552,2026-05-15 13:06:37.575038,2026-05-15 13:06:37.803005,0 days 00:00:00.227967,0.00750696360985538,64,1.2929918683741761,0.7234719744387834,0.006075495678487392,4,0.40302165535993206,5000,PRUNED
198,0.10444904118776321,2026-05-15 13:06:37.810687,2026-05-15 13:06:38.047715,0 days 00:00:00.237028,0.01086531259004994,80,1.9555587120227127,0.9130274157936151,0.007484164305000358,4,0.42743348837082273,4000,PRUNED
199,0.002205164171755314,2026-05-15 13:06:38.057268,2026-05-15 13:06:59.042558,0 days 00:00:20.985290,0.004780842143970977,64,1.476496852586612,0.30709733770249825,0.008322643338240574,4,0.37192754988688337,3500,COMPLETE
