epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total,nu_hat
1400,0.00015270552830770612,6.400536221917719e-05,6.32124429102987e-05,6.657768244622275e-05,0.00017987577302847058,0.007779780309647322,0.25039830803871155
1450,0.00011063248530263081,4.651352355722338e-05,1.0210076652583666e-05,6.6270013121538796e-06,5.377810884965584e-05,0.0016630453756079078,0.24427558481693268
1500,8.177056588465348e-05,2.966118699987419e-05,2.1513915271498263e-06,4.641504801838892e-06,3.615138484747149e-05,0.0006399365956895053,0.24169941246509552
1550,0.0003030321095138788,5.668074663844891e-05,8.158308628480881e-05,2.8757713153026998e-05,7.040714990580454e-05,0.009315725415945053,0.2395990788936615
1600,0.00012561077892314643,2.4980368834803812e-05,1.5330834912674618e-06,3.7217807857814478e-06,3.170777563354932e-05,0.0005659405724145472,0.2357035130262375
1650,0.00011892238399013877,3.351093619130552e-05,5.09264282300137e-05,7.56421432015486e-05,3.121909685432911e-05,0.006303096190094948,0.23438361287117004
1700,0.0001882018259493634,3.126649608020671e-05,2.3940399387356592e-06,2.6856559998122975e-06,3.131587436655536e-05,0.0007671273197047412,0.2315555065870285
1750,0.0001646194141358137,3.1903895433060825e-05,0.00036363708204589784,2.2098454792285338e-05,0.0001563962287036702,0.03706835210323334,0.23096586763858795
1800,0.00019405751663725823,1.6478472389280796e-05,1.3394461575444438e-06,2.332657913939329e-06,3.638671478256583e-05,0.0005161134758964181,0.22929735481739044
1850,0.00012809413601644337,1.7145297533716075e-05,0.00011908956366823986,6.959265647310531e-06,8.631980017526075e-05,0.012278096750378609,0.22933855652809143
1900,0.0001341694442089647,1.04524306152598e-05,8.555471708859841e-07,1.2600687568919966e-06,2.3695469280937687e-05,0.00033684915979392827,0.22850191593170166
1950,0.00011765537055907771,2.341672734473832e-05,9.910907465382479e-06,1.6382795365643688e-05,3.743633715203032e-05,0.0015067412750795484,0.22800739109516144
2000,7.891514542279765e-05,1.5201556379906833e-05,0.0001146710419561714,5.335802597983275e-06,9.700554801383987e-05,0.011751392856240273,0.2272091805934906
2050,7.010724220890552e-05,1.609421451576054e-05,3.0975024856161326e-05,4.759770490636583e-06,3.948689845856279e-05,0.003376149805262685,0.2264099270105362
2100,0.00012932201207149774,9.739972483657766e-06,4.430346507433569e-06,1.0026716154243331e-05,1.0740934158093296e-05,0.0007700235582888126,0.22547678649425507
2150,0.00015565205831080675,2.60692868323531e-05,9.69816028373316e-06,1.9555805920390412e-05,2.326780122530181e-05,0.001581719028763473,0.22492057085037231
2200,0.00014349323464557528,1.8554597772890702e-05,2.509507248760201e-05,6.125471259110782e-07,4.701434954768047e-05,0.0028446721844375134,0.224087193608284
2250,0.0001431783166481182,1.7223173927050084e-05,7.985621778061613e-06,1.1364540114300326e-05,3.214499156456441e-05,0.0012276177294552326,0.22308938205242157
2300,0.00015451961371582001,2.0748846509377472e-05,2.256663174193818e-05,1.6083478158179787e-06,2.9025824915152043e-05,0.0026347548700869083,0.22283223271369934
2350,0.00015865667955949903,2.817158747348003e-05,9.669031715020537e-05,0.00013092118024360389,0.0001244504819624126,0.011418616399168968,0.22176653146743774
2400,0.0003678066423162818,3.640840805019252e-05,0.00019908820104319602,0.0003889143408741802,0.00019300359417684376,0.024529853835701942,0.2200682908296585
2450,0.00011371490836609155,2.2173369870870374e-05,2.718741052376572e-05,3.323581404401921e-05,4.280021312297322e-05,0.003386547788977623,0.21776777505874634
2500,0.00013615947682410479,1.2510902706708293e-05,9.024659561873705e-07,4.3120132886542706e-07,9.531308933219407e-06,0.0003558271564543247,0.2171749621629715
2550,0.00010853242565644905,3.7707948649767786e-05,1.3464510630001314e-05,8.37003426568117e-06,3.136874511255883e-05,0.0019157633651047945,0.21565362811088562
2600,8.740911289351061e-05,1.2158562640252057e-05,4.478769142224337e-07,3.732965012659406e-07,2.0967721866327338e-05,0.0002575154067017138,0.21393008530139923
2650,0.00016609934391453862,1.6558873539906926e-05,1.264363709196914e-05,3.313504294055747e-06,1.1291223017906304e-05,0.0016291869105771184,0.2139989733695984
2700,0.00014578920672647655,1.3091593245917466e-05,0.00011545632150955498,6.108369234425481e-06,0.00011911131878150627,0.011883420869708061,0.21412435173988342
2750,0.00012848476762883365,1.0049145203083754e-05,2.9702619031013455e-06,4.45934119852609e-07,1.5003573025751393e-05,0.0005304617225192487,0.2135383039712906
2800,0.00012066318595316261,1.1438557521614712e-05,1.28601755022828e-06,1.527799327050161e-06,2.7355827114661224e-05,0.00037892849650233984,0.21330347657203674
2850,9.502856846665964e-05,8.855793566908687e-06,2.5424451450817287e-06,2.6856810109165963e-06,1.702713234408293e-05,0.00046468782238662243,0.21306252479553223
2900,0.00010822319745784625,1.3787617717753164e-05,2.1163788915146142e-05,4.790554157807492e-07,1.2841929674323183e-05,0.002367268782109022,0.21323162317276
2950,0.922318160533905,0.21722447872161865,1.0286966562271118,2.8503620624542236,0.19353432953357697,134.4678497314453,0.2070651650428772
3000,0.020405074581503868,8.087775512245071e-15,0.04652351513504982,0.00938846729695797,0.028003863990306854,4.766641139984131,0.1792457550764084
3050,0.0283349696546793,3.8420140549902393e-13,0.04451597109436989,0.01948416419327259,0.028341032564640045,4.674774169921875,0.1791631132364273
3100,0.0380391851067543,3.6858473528346165e-15,0.04456595703959465,0.018963320180773735,0.028299447149038315,4.684268474578857,0.17916274070739746
3150,0.023489193990826607,6.583664603071471e-12,0.044542353600263596,0.019203735515475273,0.028294632211327553,4.669762134552002,0.17916274070739746
3200,0.024568729102611542,6.627246765689848e-15,0.04454577714204788,0.01916823536157608,0.02830072119832039,4.670828819274902,0.17916274070739746
3250,0.025677157565951347,5.055744421066577e-15,0.04457143321633339,0.018908673897385597,0.0283392034471035,4.671907424926758,0.17916274070739746
