epoch,loss_data,loss_phys,loss_ic,loss_val,loss_total
50,0.03453271836042404,0.7501614093780518,0.007272043731063604,0.04304642975330353,0.24659663438796997
100,0.014286059886217117,0.4173501133918762,0.004245296586304903,0.024085843935608864,0.1328544318675995
150,0.019218381494283676,0.18401972949504852,0.0019092402653768659,0.013269905000925064,0.07160808145999908
200,0.017560265958309174,0.19932375848293304,0.002326455432921648,0.013315417803823948,0.07506759464740753
250,0.011153076775372028,0.09431954473257065,0.0003895179252140224,0.008250653743743896,0.03627169504761696
300,0.009325558319687843,0.12439461797475815,0.001126475166529417,0.007636100985109806,0.04425710067152977
350,0.006487477105110884,0.09650562703609467,0.0021827700547873974,0.007557691540569067,0.037439752370119095
400,0.0058016423135995865,0.0410548560321331,0.0005847838474437594,0.005167242139577866,0.017957285046577454
450,0.006071319337934256,0.049234360456466675,0.00011781592183979228,0.004907370079308748,0.01893143728375435
500,0.005383998155593872,0.03526462987065315,0.00011090395855717361,0.00460808165371418,0.014673241414129734
550,0.0051681832410395145,0.03538231924176216,3.2796313007565914e-06,0.004732945002615452,0.014170569367706776
600,0.003325243480503559,0.07211767882108688,0.0006052430835552514,0.004516046494245529,0.02343599870800972
650,0.0028170859441161156,0.03561815246939659,1.4128970178717282e-05,0.0040692854672670364,0.011911343783140182
700,0.0021299459040164948,0.017200494185090065,3.493053009151481e-05,0.003704698523506522,0.006604415830224752
750,0.0017634036485105753,0.03055715002119541,0.00029771047411486506,0.0040983897633850574,0.010406022891402245
800,0.004375549964606762,0.08319124579429626,0.0015002555446699262,0.004020243417471647,0.029935024678707123
850,0.002297684084624052,0.01574588753283024,8.571563739678822e-06,0.0033816497307270765,0.006324870977550745
900,0.002604021457955241,0.016941221430897713,5.722890273318626e-05,0.003470500698313117,0.00707822572439909
950,0.0036700202617794275,0.0103467321023345,0.00011630315566435456,0.0034542353823781013,0.006642048247158527
1000,0.00609358586370945,0.012629223056137562,4.384205749374814e-05,0.0035965442657470703,0.009432455524802208
1050,0.0032319214660674334,0.04369564726948738,0.0003461737069301307,0.003596450202167034,0.015356447547674179
1100,0.0031080744229257107,0.010889483615756035,1.2942149623995647e-05,0.003248231252655387,0.005913826636970043
1150,0.005129766650497913,0.02493344619870186,0.002162348246201873,0.0030556004494428635,0.01783122681081295
1200,0.002674667863175273,0.007948700338602066,0.00016720264102332294,0.0032181113492697477,0.005187025759369135
1250,0.001847802079282701,0.016562361270189285,0.00015846344467718154,0.0029601138085126877,0.0065236771479249
1300,0.004442610777914524,0.0669109970331192,0.00012177428288850933,0.003268786007538438,0.021807054057717323
1350,0.002478906186297536,0.015731090679764748,4.2003717680927366e-05,0.0030303746461868286,0.006600732449442148
1400,0.002134553622454405,0.014054706320166588,0.0004967873683199286,0.0028625838458538055,0.007168868090957403
1450,0.0020084327552467585,0.01081230491399765,5.713954124075826e-06,0.002883026609197259,0.004773294553160667
1500,0.0031685219146311283,0.007942026481032372,4.4563043047674e-05,0.002754769055172801,0.005318220239132643
1550,0.002507737372070551,0.018859779462218285,2.125820856235805e-06,0.0028693999629467726,0.007307376246899366
1600,0.0030432981438934803,0.006137284450232983,4.492630978347734e-06,0.002851928351446986,0.004616366699337959
1650,0.007739321328699589,0.14331881701946259,0.0018799931276589632,0.009226875379681587,0.04969842731952667
1700,0.004331447184085846,0.0077544813975691795,8.39968488435261e-05,0.0030616186559200287,0.006549544632434845
1750,0.003205897519364953,0.006310312543064356,9.669513019616716e-06,0.0028770016506314278,0.004838180262595415
1800,0.0027284095995128155,0.006390000227838755,3.353507781866938e-05,0.003091600490733981,0.004451188258826733
1850,0.004044517409056425,0.008532017469406128,3.120166638836963e-06,0.0029795810114592314,0.00622218893840909
1900,0.002592687960714102,0.006210933905094862,6.0860122175654396e-05,0.0029449998401105404,0.004350380972027779
1950,0.0017595672979950905,0.011388237588107586,5.211407483329822e-07,0.0031222824472934008,0.00465552369132638
2000,0.0022824842017143965,0.02168249897658825,2.871444849006366e-05,0.002951418748125434,0.007877799682319164
2050,0.0021992847323417664,0.008636201731860638,4.684234590968117e-05,0.00307147903367877,0.0045321229845285416
2100,0.003486223751679063,0.021360261365771294,5.575907380261924e-06,0.0030204751528799534,0.00893153715878725
2150,0.0018559795571491122,0.004932172130793333,5.742298162658699e-05,0.0029281319584697485,0.0032785471994429827
2200,0.004089027177542448,0.04973297566175461,0.0002822475216817111,0.0029933347832411528,0.01755984127521515
2250,0.002131473971530795,0.00634336331859231,2.54471833613934e-05,0.002998435404151678,0.0038185948505997658
2300,0.002729431027546525,0.00517217768356204,3.251125235692598e-05,0.002681286772713065,0.004139675758779049
2350,0.001991002820432186,0.020674031227827072,0.0002653531264513731,0.00308855134062469,0.008026502095162868
2400,0.0018383900169283152,0.009643501602113247,1.4649140211986378e-05,0.0026892900932580233,0.004332488402724266
2450,0.0011254287092015147,0.016009649261832237,0.0001287338527617976,0.002744206925854087,0.005573324393481016
2500,0.004946622531861067,0.007648613303899765,8.710430847713724e-05,0.002787218661978841,0.007146958727389574
2550,0.0014486780855804682,0.007785719819366932,3.144880622585333e-07,0.002636765595525503,0.0034284142311662436
2600,0.0036186170764267445,0.00593605125322938,1.4480256140814163e-05,0.0027295583859086037,0.005169937387108803
2650,0.002061013597995043,0.00469993194565177,7.650088082300499e-05,0.002689280780032277,0.003480707062408328
2700,0.011123749427497387,0.4110395312309265,0.016523241996765137,0.011972534470260143,0.16422568261623383
2750,0.0031667689327150583,0.01006946712732315,2.61246896116063e-05,0.002932492643594742,0.005802906583994627
2800,0.0016082171350717545,0.0058299219235777855,2.5763669327716343e-05,0.0029423783998936415,0.003165773581713438
2850,0.003740105777978897,0.008497872389853,2.015438258240465e-05,0.0030881338752806187,0.005959236063063145
2900,0.0029808736871927977,0.005745321977883577,0.00011797370098065585,0.0028824852779507637,0.004788328893482685
2950,0.0015360515099018812,0.007850149646401405,4.204596916679293e-05,0.0029203402809798717,0.003654990578070283
