epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total
50,0.0026205270551145077,0.00013219511311035603,0.0021433706860989332,0.0029538783710449934,0.0025329936761409044,2.1755433082580566
100,0.0014451669994741678,8.694599091541022e-05,0.0016564277466386557,0.0007665195735171437,0.0015672502340748906,1.6655467748641968
150,0.002197706140577793,0.00026616486138664186,0.0007586450665257871,0.0002681984333321452,0.002462460193783045,0.7635513544082642
200,0.001274040318094194,0.00024731032317504287,0.0004625795700121671,0.00020517740631476045,0.0008288167882710695,0.46593013405799866
250,0.00042010319884866476,0.00025638649822212756,0.0003035460540559143,0.00014855941117275506,0.00024922078591771424,0.3054773807525635
300,0.00036374348565004766,0.00019599410006776452,0.00016456248704344034,4.2207539081573486e-05,0.00031250552274286747,0.16536791622638702
350,0.000488553661853075,0.000169670456671156,0.0001312866370426491,2.06088152481243e-05,0.00034049703390337527,0.1319982409477234
400,0.0005751446587964892,0.0004814800340682268,0.00010040606139227748,2.8533149816212244e-06,0.0004134919145144522,0.10105788707733154
450,0.0005138345877639949,0.0005790464347228408,8.579404675401747e-05,3.3986573271249654e-06,0.00047896208707243204,0.08639977872371674
500,0.0004711461951956153,0.0014993572840467095,7.133650069590658e-05,9.026094289765751e-07,0.00048254855209961534,0.07196660339832306
550,0.0005141954170539975,0.0031511562410742044,6.040366133674979e-05,1.6079400211310713e-06,0.0005155490944162011,0.06124904751777649
600,0.0006899876752868295,0.0012220877688378096,5.2708917792188004e-05,2.1914643184572924e-06,0.0005335398600436747,0.053543027490377426
650,0.0007044921512715518,0.002394134644418955,8.263869676738977e-05,9.479586879024282e-05,0.0005039102397859097,0.08453056216239929
700,0.0009247320704162121,0.001580472569912672,4.400076068122871e-05,1.841263156165951e-06,0.0005439426167868078,0.04510195180773735
750,0.0005355431931093335,0.003170847659930587,3.950778773287311e-05,1.1254635410296032e-06,0.000553440535441041,0.040371671319007874
800,0.0008244932978413999,0.010737661272287369,3.896263297065161e-05,1.3726782981393626e-06,0.0005601881421171129,0.04087461903691292
850,0.0006126938387751579,0.007889515720307827,3.753627970581874e-05,1.068832602868497e-06,0.0006072293617762625,0.03894861042499542
900,0.0008424042025581002,0.003255737479776144,3.2704720069887117e-05,8.842360443850339e-07,0.0005731931887567043,0.0338815413415432
950,0.0007002846687100828,0.016560930758714676,3.915970592061058e-05,1.4065501090954058e-05,0.0007392065017484128,0.0416567400097847
1000,0.0006427282933145761,0.009110206738114357,2.803940515150316e-05,2.677932400274585e-07,0.0005738846957683563,0.029595833271741867
1050,0.0006055842386558652,0.015600284561514854,3.063280018977821e-05,4.2464816374376824e-07,0.000575471727643162,0.03280266001820564
1100,0.0012389053590595722,0.01925329491496086,4.1347895603394136e-05,4.5399085024655506e-07,0.0007571651949547231,0.044516671448946
1150,0.0008017983636818826,0.019627293571829796,2.390091867709998e-05,3.6464280128711835e-07,0.0009490045486018062,0.0266690943390131
1200,0.0014969533076509833,0.004317807033658028,2.943608706118539e-05,1.1091677833974245e-06,0.0011818824568763375,0.031375911086797714
1250,0.0018595734145492315,0.016196640208363533,6.711307651130483e-05,7.724847819190472e-05,0.00201858626678586,0.07136479765176773
1300,0.0004943410749547184,0.008472196757793427,2.248704549856484e-05,1.7993247638514731e-06,0.0007284628227353096,0.023846600204706192
1350,0.0008164088358171284,0.01373491995036602,2.0734285499202088e-05,2.11221390600258e-06,0.0009156232699751854,0.022945309057831764
1400,0.0007335064583458006,0.03464328497648239,2.596859667391982e-05,1.1711076695064548e-06,0.0010121328523382545,0.030178142711520195
1450,0.0024011426139622927,0.010818743146955967,3.088368248427287e-05,5.252168648439692e-06,0.002451646374538541,0.0344192236661911
1500,0.0012838339898735285,0.022796014323830605,1.9077351680607535e-05,4.041587089886889e-06,0.0009638540213927627,0.022681202739477158
1550,0.000740058021619916,0.027741821482777596,2.4467037292197347e-05,1.0255264442093903e-06,0.0008787370170466602,0.027991533279418945
1600,0.0010482779471203685,0.042452674359083176,5.7498353271512315e-05,8.490856271237135e-05,0.0007099454523995519,0.06364098191261292
1650,0.0015219058841466904,0.1438841074705124,1.862182944023516e-05,4.024445274808386e-07,0.0008634574478492141,0.03453616797924042
1700,0.0018143890192732215,0.008112217299640179,6.392053182935342e-05,5.130441422807053e-07,0.0015234050806611776,0.06655127555131912
1750,0.0030058121774345636,0.004257134161889553,2.8658412702498026e-05,2.4774001872174267e-07,0.003154030069708824,0.032092414796352386
1800,0.0023377786856144667,0.02748851850628853,4.3764950532931834e-05,5.09586072894308e-07,0.0018152763368561864,0.04885667562484741
1850,0.0010846210643649101,0.005495839286595583,1.891182728286367e-05,1.000825591290777e-06,0.0006701065576635301,0.020556040108203888
1900,0.0005564055754803121,0.01804278790950775,2.1105854102643207e-05,1.5316408052967745e-06,0.0005893931374885142,0.023481855168938637
1950,0.0005232394323684275,0.039167921990156174,1.906432407849934e-05,2.7443509225122398e-06,0.0006182328215800226,0.023531800135970116
2000,0.0015661929501220584,0.006894194055348635,2.74156300292816e-05,1.0506345233807224e-06,0.001819715602323413,0.029681749641895294
2050,0.000655675190500915,0.02847817726433277,1.8342801922699437e-05,2.1633679807564477e-06,0.0005716566229239106,0.02186792716383934
2100,0.00254779658280313,0.015972981229424477,2.3162521756603383e-05,1.255304027836246e-06,0.0022336458787322044,0.027320168912410736
2150,0.0013849055394530296,0.0074326773174107075,4.389818786876276e-05,1.93064101949858e-06,0.0011868600267916918,0.04604566842317581
