epoch,loss_data,loss_phys,loss_ic,loss_val,loss_total,zeta_hat,omega_0_hat
900,0.003578042844310403,0.023677945137023926,8.197077363547578e-07,0.0031179997604340315,0.0038230193313211203,0.98960280418396,1.6871150732040405
950,0.0023234847467392683,0.02365192584693432,1.8684580936678685e-05,0.0030640941113233566,0.002746849786490202,0.9945815801620483,1.7032793760299683
1000,0.0071414560079574585,0.021823856979608536,5.357982900022762e-06,0.0030354063492268324,0.007413274608552456,1.0402566194534302,1.7147022485733032
1050,0.0028753704391419888,0.023202553391456604,5.165160246178857e-07,0.0029516424983739853,0.0031125610694289207,1.0506037473678589,1.768969178199768
1100,0.002783512696623802,0.021080559119582176,4.991730975234532e-07,0.0029138207901269197,0.002999309916049242,1.095546841621399,1.809701919555664
1150,0.0010145831620320678,0.020098108798265457,4.862461082666414e-06,0.002894601784646511,0.0012641887878999114,1.1187753677368164,1.850490689277649
1200,0.002879110164940357,0.01890605315566063,1.3190112440497614e-05,0.002895629033446312,0.0032000718638300896,1.121789574623108,1.8786389827728271
1250,0.0025611878372728825,0.018104858696460724,2.3708180378889665e-06,0.002861912827938795,0.002765944693237543,1.1384938955307007,1.9114181995391846
1300,0.003301548073068261,0.015309120528399944,1.0410572940600105e-05,0.0028349547646939754,0.003558745142072439,1.186825156211853,1.9395403861999512
1350,0.0024642134085297585,0.014489264227449894,1.3223135283624288e-05,0.002857342828065157,0.002741337288171053,1.187849998474121,1.9741849899291992
1400,0.001682333997450769,0.013716272078454494,3.9536357689939905e-06,0.002878129482269287,0.0018590331310406327,1.2621006965637207,2.018631935119629
1450,0.0024960392620414495,0.012394560500979424,1.2298911315156147e-05,0.0028120398055762053,0.002742973854765296,1.2498528957366943,2.0659635066986084
1500,0.0015909754438325763,0.012455927208065987,3.4532404242781922e-06,0.0028124067466706038,0.0017500671092420816,1.2742571830749512,2.0931577682495117
1550,0.004996436648070812,0.011294560506939888,8.765742677496746e-06,0.002772741485387087,0.005197039805352688,1.2999849319458008,2.117699384689331
1600,0.004337244667112827,0.010856196284294128,3.63626645594195e-06,0.0027633283752948046,0.004482169169932604,1.3156710863113403,2.119300365447998
1650,0.0017283662455156446,0.009692312218248844,1.3265872667034273e-06,0.0027373747434467077,0.0018385552102699876,1.3227957487106323,2.1285526752471924
1700,0.0018229015404358506,0.00901167280972004,1.565080083310022e-06,0.0027558542788028717,0.0019286690512672067,1.3301640748977661,2.175154447555542
1750,0.0019138240022584796,0.00807593297213316,4.564973551168805e-06,0.002721421653404832,0.0020402329973876476,1.3645108938217163,2.163569450378418
1800,0.002535830019041896,0.008333330042660236,2.768347258097492e-05,0.0027307558339089155,0.0028959980700165033,1.3544695377349854,2.172468423843384
1850,0.003028359729796648,0.008461776189506054,2.1643359104928095e-06,0.00271033588796854,0.0031346208415925503,1.385618805885315,2.2277960777282715
1900,0.0017779134213924408,0.009065545164048672,3.1072190722625237e-06,0.0026959956157952547,0.0018996410071849823,1.3984043598175049,2.2402305603027344
1950,0.0020251511596143246,0.008329258300364017,6.151424258860061e-06,0.0026854139287024736,0.002169958082959056,1.409440040588379,2.26643967628479
2000,0.003992176614701748,0.008049700409173965,1.751817762851715e-06,0.0026870048604905605,0.004090191796422005,1.3962457180023193,2.2883124351501465
2050,0.0026444713585078716,0.010074024088680744,1.6471960861963453e-06,0.0026750897523015738,0.0027616836596280336,1.4516011476516724,2.2874982357025146
2100,0.004143354017287493,0.00864062923938036,9.617699106456712e-06,0.0026706436183303595,0.004325937479734421,1.439043402671814,2.3132574558258057
2150,0.0021102852188050747,0.009738495573401451,1.607313606655225e-05,0.0027931751683354378,0.002368401503190398,1.4317265748977661,2.346034288406372
2200,0.0016681785928085446,0.008849604986608028,1.1860428458021488e-05,0.0027937081176787615,0.0018752788892015815,1.4221192598342896,2.3458070755004883
2250,0.0017647361382842064,0.0071401651948690414,1.203840611196938e-06,0.0026724115014076233,0.0018481762381270528,1.4202299118041992,2.346165418624878
2300,0.003554291557520628,0.007670715916901827,3.087602408413659e-06,0.002668791450560093,0.0036618749145418406,1.4570708274841309,2.333232879638672
2350,0.0013100110227242112,0.010554269887506962,2.3022528694127686e-05,0.0026660477742552757,0.0016457790043205023,1.5074577331542969,2.3174729347229004
2400,0.0008897273801267147,0.008494146168231964,9.059162039193325e-06,0.0026568325702100992,0.00106526049785316,1.460375189781189,2.3283753395080566
2450,0.002729728352278471,0.006162100005894899,3.244627805543132e-06,0.0026659327559173107,0.002823795657604933,1.4791315793991089,2.303629159927368
2500,0.004536564461886883,0.009389637969434261,5.013156624045223e-06,0.0027308419812470675,0.004680592566728592,1.4887052774429321,2.2748360633850098
2550,0.003243719693273306,0.007048159372061491,2.1274656319292262e-05,0.002702987054362893,0.0035269479267299175,1.4473695755004883,2.3539161682128906
2600,0.0007522248197346926,0.006463264115154743,2.0826231775572523e-05,0.002656238852068782,0.0010251197963953018,1.4163295030593872,2.3465077877044678
2650,0.0014338635373860598,0.004628945607692003,1.9608066850196337e-06,0.0026898575015366077,0.0014997610123828053,1.4309600591659546,2.343480110168457
2700,0.0021988695953041315,0.004835913423448801,1.1234980775043368e-05,0.0026455724146217108,0.0023595786187797785,1.4653631448745728,2.3211889266967773
2750,0.0034422622993588448,0.00552213191986084,5.456797680380987e-06,0.0026724711060523987,0.0035520517267286777,1.4353443384170532,2.3664536476135254
2800,0.0031843387987464666,0.010328982025384903,1.6525536921108142e-06,0.0026791172567754984,0.003304154146462679,1.4858707189559937,2.366304397583008
2850,0.00282815913669765,0.0057731447741389275,2.390067720625666e-06,0.002654510783031583,0.002909791423007846,1.492727518081665,2.360582113265991
2900,0.001908463891595602,0.005284598097205162,4.4113035073678475e-06,0.0027006419841200113,0.002005422953516245,1.4671815633773804,2.3494372367858887
2950,0.0020895511843264103,0.004193865694105625,1.481493472965667e-05,0.002748668659478426,0.00227963924407959,1.4664087295532227,2.3920702934265137
